epoch,lr,c4_train_iou,c4_val_iou,c4_train_loss,c4_val_loss,c4_train_main_loss,c4_val_main_loss,c8_train_iou,c8_val_iou,c8_train_loss,c8_val_loss,c8_train_main_loss,c8_val_main_loss,p10_train_iou,p10_val_iou,p10_train_loss,p10_val_loss,p10_train_main_loss,p10_val_main_loss,c8_minus_c4_val_iou
11,0.0003,0.646763304785854,0.6418696923052372,0.1343808759536062,0.13637002030396644,0.1343808759536062,0.13637002030396644,0.6416527130523649,0.6570126112313267,0.14922037991989895,0.13512288979753237,0.13811726598929958,0.12435110580720962,0.6519473942221046,0.673111881010177,0.14733037085426287,0.1348334650546208,0.1342193056680575,0.12203858630109951,0.015142918926089544
12,0.00029510565162951536,0.6524864400969166,0.6821868629452229,0.1310105714373061,0.12050014851058255,0.1310105714373061,0.12050014851058255,0.6546784296256154,0.6712753018188343,0.1407831469837691,0.13708184638625678,0.12991549881274292,0.1259460107607805,0.6582214931646982,0.6675545315045089,0.14182739990765975,0.13557476134797425,0.1289631694409193,0.12251411613006538,-0.01091156112638858
13,0.00028090169943749475,0.6610930073661965,0.620965191790739,0.12664785926916353,0.1361849552751672,0.12664785926916353,0.1361849552751672,0.6622095947839967,0.6473916063699129,0.13684390554157624,0.13841632517423558,0.12614898563099175,0.1276632993057777,0.6683458420408874,0.6739350986947873,0.13621231535820066,0.13328902606909054,0.1235262069131146,0.12077790167133153,0.02642641457917394
14,0.0002587785252292473,0.6665926680010574,0.6759075262147785,0.12363821483042393,0.11853322276208182,0.12363821483042393,0.11853322276208182,0.6681539026462063,0.6870516603271639,0.13357914028381432,0.12539907019817387,0.12293793233920212,0.11495650843818175,0.6706454809807262,0.6836798367506979,0.13514871217039118,0.1272082604295812,0.12258233680945485,0.11483792431960163,0.011144134112385462
15,0.00023090169943749473,0.6638807428150284,0.6683945760099599,0.1245513534178587,0.12043989394994112,0.1245513534178587,0.12043989394994112,0.6685452254212537,0.6754776429179,0.13265752994797142,0.12922455297432386,0.12212095818683213,0.11881026475474582,0.6764396077611533,0.6862242606822389,0.13104246412756063,0.12747030158281494,0.11868972608856126,0.1151047932196531,0.007083066907940139
16,0.00019999999999999998,0.675476168551031,0.6862800374074446,0.11907755658656609,0.12280335211103158,0.11907755658656609,0.12280335211103158,0.6772337028292381,0.6897926881565257,0.12904701803495236,0.13058281197174185,0.11855185660077076,0.12021520044563365,0.6828580370136336,0.690559387248742,0.12865706643804448,0.1279770717327206,0.11631572960304613,0.11567719018984875,0.0035126507490811365
17,0.00016909830056250526,0.6803834202075872,0.6933768490880748,0.11663792605827503,0.1124122509533413,0.11663792605827503,0.1124122509533413,0.6830456177560555,0.6879167762813742,0.1259990739596992,0.12752662258101477,0.11555700267062467,0.11700207788557168,0.6893229840182457,0.700359087544275,0.12549829835734783,0.1220158016956962,0.11322119324898519,0.11001022616785835,-0.005460072806700689
18,0.00014122147477075268,0.6912122497371599,0.6944950369790853,0.1116237841150006,0.1090545819471398,0.1116237841150006,0.1090545819471398,0.6915807231467646,0.6971076327741689,0.12201059144251153,0.11911491237377436,0.11167970588769899,0.109002785907082,0.6968298128673008,0.6934357564127304,0.1219803427322572,0.12180014041189216,0.10987461991712492,0.10959234652275636,0.00261259579508355
19,0.00011909830056250527,0.693886439673373,0.6942710195745597,0.11005310340672314,0.10916218890478095,0.11005310340672314,0.10916218890478095,0.6956006198370156,0.6913057455572739,0.11944012750848,0.1185531829561363,0.1091853736036298,0.10837228554499742,0.7003480735279265,0.6992081968912801,0.11960981469027468,0.11824344039130161,0.10756553812813358,0.10634909546233458,-0.002965274017285857
20,0.00010489434837048466,0.697992814188244,0.7061678880657493,0.1083535536372361,0.10566507027522928,0.1083535536372361,0.10566507027522928,0.6987322994640895,0.7058945809568534,0.11855621775742672,0.11760129368205101,0.10835335680207953,0.10755980023664558,0.7039966017258268,0.7124611076314271,0.11783697124288864,0.11612142187636411,0.1058749668926251,0.10426571264998574,-0.0002733071088958372
21,0.0003,0.662448719519527,0.6707901693958765,0.12579932038774008,0.1167175750410415,0.12579932038774008,0.1167175750410415,0.666115774744365,0.6891533297788355,0.13468037894209559,0.12325362311617488,0.12405783597494707,0.11272695658505588,0.670618065598966,0.6761965438400306,0.13536414420571313,0.1302865277206756,0.12283422011120312,0.11733737396059377,0.018363160382958932
22,0.00029510565162951536,0.6707145347982562,0.6420819938099409,0.1219845801717093,0.14874424065343977,0.1219845801717093,0.14874424065343977,0.6692923858386128,0.6653564110179311,0.13271340128837847,0.14791908311710397,0.12218543857920404,0.13717642464030447,0.6721325606024232,0.6809727685947031,0.1355184558100727,0.13229072457889812,0.12283482231429312,0.11999700719489344,0.023274417207990172
23,0.00028090169943749475,0.6752240036715981,0.6658420823019147,0.1194645852393129,0.12260706214908122,0.1194645852393129,0.12260706214908122,0.6746148618997312,0.6775044217820431,0.13068143574713992,0.12768692342320717,0.12019452235611881,0.1174163287173125,0.6816109165090138,0.6765912635665077,0.12997960593520091,0.13170075664743833,0.11758873817257855,0.11940457854886585,0.011662339480128403
24,0.0002587785252292473,0.6778943547848559,0.6914531979383999,0.11824351797501247,0.11502074590506797,0.11824351797501247,0.11502074590506797,0.6807340603916585,0.6989972624351629,0.12731231918104557,0.12047490899883175,0.11684307520713459,0.11004786635504643,0.6872163626994071,0.7001256901038285,0.12672316796388947,0.12806741405275837,0.11444372532456196,0.11602042382876301,0.007544064496763037
25,0.00023090169943749473,0.6833988109222647,0.6747534924074017,0.11543604610513906,0.12025887267292588,0.11543604610513906,0.12025887267292588,0.6828699973450989,0.6839439090187521,0.12622731821794136,0.1265493689445118,0.11574282403252706,0.11621039077650007,0.6909680872404275,0.6826492405338167,0.12465951560425158,0.12976607036932605,0.11243322298598557,0.11768451126577806,0.00919041661135045
26,0.00019999999999999998,0.6891011248449651,0.6998775059564536,0.11254748505871504,0.1073843287245388,0.11254748505871504,0.1073843287245388,0.6885947040816983,0.7054223584661624,0.1234615970434261,0.11804139169885863,0.11312477526461043,0.10785451181040016,0.6962088197887111,0.6995113204207931,0.12191329418527645,0.1223318100371838,0.109812946066636,0.11028856322680261,0.00554485250970882
27,0.00016909830056250526,0.6970209985220132,0.70170155724418,0.10889730016056563,0.10782883033166822,0.10889730016056563,0.10782883033166822,0.6967659143506646,0.6984287515814442,0.11903969831869048,0.11889420218239137,0.10884268685173587,0.10885539761450509,0.7033664704370899,0.7033031229125277,0.11816177010035314,0.11749391171213128,0.10617245814087344,0.10577339312469651,-0.0032728056627358004
28,0.00014122147477075268,0.701704732593702,0.6971043762917115,0.10637756230450478,0.10952356314850988,0.10637756230450478,0.10952356314850988,0.7030818431484265,0.7002688492821012,0.11611317200403587,0.11753634029205567,0.10595806677635311,0.10748724216051748,0.7073115678895422,0.6943663199353335,0.1163771976442898,0.12024433509380855,0.10447407741339601,0.10847813710622474,0.0031644729903896884
29,0.00011909830056250527,0.705588390179375,0.7014276605957117,0.10484475020517488,0.10630111585053803,0.10484475020517488,0.10630111585053803,0.7080596964232394,0.7024250056378236,0.11425626438622381,0.11549438279646106,0.10415767425415563,0.1054637967142882,0.7103366806727498,0.7016060954628498,0.1150970077063857,0.11865118727807485,0.10324835768934726,0.10694690680612293,0.0009973450421119079
30,0.00010489434837048466,0.7082549819425374,0.7054980536538291,0.10336271164213576,0.10308931434254616,0.10336271164213576,0.10308931434254616,0.7114944506426152,0.710759471103476,0.11225926944939028,0.11215052446591596,0.10219553717169441,0.10215238787812567,0.7133027039656118,0.7104765916304459,0.1134879110949714,0.11319277234808225,0.10165216711138476,0.10156401669628726,0.005261417449646921
31,0.0003,0.6743347466993732,0.6806143887231532,0.12093092731776692,0.12115522762375999,0.12093092731776692,0.12115522762375999,0.6748823963460469,0.6722571889448199,0.1310741069311855,0.13934773168128384,0.12055290519606833,0.12893349355630226,0.6794815677888587,0.674748658049432,0.1314982833022497,0.13260206485270118,0.11910079175434193,0.12006646557401493,-0.008357199778333269
32,0.00029510565162951536,0.6803016767782324,0.6789929946041174,0.11701659111081719,0.11735685920490094,0.11701659111081719,0.11735685920490094,0.6837986482291663,0.6587872108727423,0.12538566104337281,0.14981731439779655,0.11497673278554481,0.13898895310721587,0.6880168514091427,0.6855334088967512,0.12558535409240829,0.12754368864422164,0.11332629449895117,0.11520949891391044,-0.02020578373137516
33,0.00028090169943749475,0.6856280912538203,0.6812453186119912,0.11463177588139595,0.11416486917132677,0.11463177588139595,0.11416486917132677,0.683744127176055,0.6848304470241111,0.12609636349504402,0.12256444873844852,0.11569137654217686,0.11236661779997313,0.6956286619023448,0.6926789658731977,0.12228542397252652,0.12486359906663755,0.11018679900413134,0.11304127317028834,0.0035851284121198868
34,0.0002587785252292473,0.6895893304621806,0.6858117528275396,0.11220265512748592,0.11466399337796584,0.11220265512748592,0.11466399337796584,0.6865497058680078,0.6891244226940201,0.12430034932636079,0.12297767336089933,0.11390955374688327,0.11286628540368077,0.6984856774827012,0.6961643662045601,0.12068024576127696,0.12172766139325435,0.10869575632052596,0.10989746562954093,0.0033126698664804888
35,0.00023090169943749473,0.6943051297457612,0.692734771503945,0.1100508590914956,0.11133847631216884,0.1100508590914956,0.11133847631216884,0.6967504221518167,0.7016944218299204,0.11918333700808491,0.11832401163724855,0.10891963819078371,0.10815857322671515,0.698626573513202,0.7023954489499726,0.12115289179049954,0.12133702499162409,0.10912305943104399,0.10918086661877041,0.008959650325975343
36,0.00019999999999999998,0.7003683543004909,0.7006747001029963,0.10730587560631313,0.10935292509237814,0.10730587560631313,0.10935292509237814,0.6999362184553921,0.7016740209410622,0.1174863343980132,0.11754696502854058,0.10730702817147854,0.10751522532120045,0.7055878265231263,0.6987653430147218,0.11726879040483668,0.1195234030360021,0.10535012709409916,0.107712400145177,0.0009993208380659757
37,0.00016909830056250526,0.7024083205965721,0.7028018843885733,0.1057947133185149,0.10613144318944011,0.1057947133185149,0.10613144318944011,0.7044764090986813,0.6826184575919758,0.11494834579172589,0.12246951210573889,0.10483133998446438,0.11238559740585743,0.7090862662184472,0.7008630737631032,0.11509408563876353,0.11684407921543148,0.10325680277636405,0.10521110174349757,-0.02018342679659746
38,0.00014122147477075268,0.7089132660744237,0.7013532582740837,0.10266770244020373,0.10513141236161752,0.10266770244020373,0.10513141236161752,0.7088099182152948,0.7014995312423786,0.11284680784541685,0.11545493308274875,0.10276094235542442,0.10551623018827365,0.714482145817006,0.7004227232816255,0.11251692220318217,0.11668126978517163,0.10079350442487318,0.10508732884559205,0.00014627296829494707
39,0.00011909830056250527,0.7144660008053819,0.7119402885437012,0.10057917793466598,0.10343596866866606,0.10057917793466598,0.10343596866866606,0.715388226742838,0.7132879235345722,0.1103242109386193,0.11400255705819753,0.10029299227463431,0.10409161518865569,0.7209574653654873,0.7115808362056527,0.10966886202243864,0.11524430799517621,0.0979751546134134,0.10373118390479732,0.0013476349908709828
40,0.00010489434837048466,0.7171276118241104,0.7166532185463075,0.09903968453240328,0.10159748127362042,0.09903968453240328,0.10159748127362042,0.718293683201659,0.7087158799338291,0.10854715229917307,0.11325153228784458,0.09856914524354186,0.10336401528353621,0.722630700477365,0.7134003432753038,0.10869140367881924,0.11324208062415861,0.09706523114977096,0.10173437005577594,-0.007937338612478362
41,0.0003,0.677589503907356,0.7013283189232321,0.11914279489290147,0.11023834224678238,0.11914279489290147,0.11023834224678238,0.6801119987704173,0.7034234320308212,0.12792756289494137,0.1206646018131702,0.1173635803643061,0.11041264820966461,0.6881212929383713,0.6956769592116311,0.1275657753483588,0.127542652340933,0.11533471881425013,0.11541525530514807,0.0020951131075891416
42,0.00029510565162951536,0.6895515149047061,0.6935374413527668,0.11302590672792841,0.11129113054717646,0.11302590672792841,0.11129113054717646,0.6913070361487338,0.6884306433152452,0.12232953241141904,0.1256059201302605,0.11202436881739886,0.11537582915278896,0.6941384496141214,0.6946655968588662,0.12322737418469928,0.12209528242482265,0.11112357622810773,0.1101800449260304,-0.005106798037521676
43,0.00028090169943749475,0.6926273120050671,0.6946168403011507,0.11036336100568958,0.11235363107823758,0.11036336100568958,0.11235363107823758,0.6919878417370366,0.6931056999676373,0.12137485043007452,0.12421917550375279,0.11109218570072443,0.1139872993014758,0.6995590203950385,0.693633321868197,0.12006881121410375,0.12367428483622653,0.10813736789325039,0.1117372584768406,-0.0015111403335134055
44,0.0002587785252292473,0.6960082279533899,0.7079025105715966,0.10937136041224838,0.10456983007860818,0.10937136041224838,0.10456983007860818,0.7007127571172741,0.7137690959817634,0.11720914218355627,0.11519239495649798,0.10700025931209409,0.10508567226191681,0.7050679716743341,0.7100444930762657,0.11783548093893949,0.12021226159044711,0.10592365467331323,0.1085634810408151,0.005866585410166825
45,0.00023090169943749473,0.7006709660802569,0.6793405734800309,0.10697747045913998,0.11859921689755938,0.10697747045913998,0.11859921689755938,0.7018321340157538,0.6560508973161352,0.11672929380120349,0.14940589282627786,0.10654115286611375,0.1386427104139428,0.707527917473256,0.6881241499334887,0.11634038685082722,0.12896735637733533,0.10452776208144277,0.11716015738069468,-0.023289676163895656
46,0.00019999999999999998,0.7062822708896562,0.7003849628840901,0.10425797949025944,0.10619068604570073,0.10425797949025944,0.10619068604570073,0.7068159730494523,0.7083699669430855,0.11420638610919316,0.1154573117105839,0.10408927829993539,0.10539549512513623,0.7110620314667538,0.7143900303927395,0.11443677383895014,0.11445385849584308,0.10263069725337148,0.10284545849239685,0.007985004058995382
47,0.00016909830056250526,0.7121767319884955,0.6969020933517632,0.10147970326307441,0.10757930851049403,0.10147970326307441,0.10757930851049403,0.7130189923679128,0.6956193238142239,0.11140390318565342,0.11621938620813248,0.10137501731514931,0.10621454003100798,0.7185425663194737,0.7015419847653244,0.11087834442696985,0.11606156848960193,0.09918992469708125,0.10458494274452736,-0.0012827695375393633
48,0.00014122147477075268,0.714667487378214,0.7126606856300082,0.10037650139767583,0.10484823613754096,0.10037650139767583,0.10484823613754096,0.7160432178433201,0.7080214041525705,0.10991465139622782,0.11274203320246964,0.09988572026918582,0.10279712998591745,0.7204798069320807,0.7024117550956694,0.10980204788117516,0.12075907099363768,0.09816738292157483,0.10935725357208825,-0.00463928147743764
49,0.00011909830056250527,0.721218120484125,0.7197631686362793,0.09748525310213826,0.10132024553457784,0.09748525310213826,0.10132024553457784,0.7216136171704247,0.7202135684024712,0.1073135422328774,0.1104003040418498,0.09736717658258286,0.10058309380786247,0.7259469992306387,0.7171808002377157,0.10713172289712422,0.11322571842965752,0.0955869794538876,0.10170484489081538,0.00045039976619187794
50,0.00010489434837048466,0.7239170069454097,0.7136447322460385,0.09616284092225615,0.10407157515503461,0.09616284092225615,0.10407157515503461,0.7251807978841103,0.7153272256307288,0.10542163505357187,0.11142776093130932,0.09546840204452935,0.10147103158388211,0.7286124251135925,0.71538905028783,0.10582757838258222,0.11343904453778784,0.09429119890477478,0.10196494792331925,0.0016824933846902868
51,0.0003,0.6907061728275791,0.6855025995103023,0.1128684121812759,0.1115682024464397,0.1128684121812759,0.1115682024464397,0.6883806143822122,0.6766542276775528,0.12450400203549895,0.12673079509723428,0.1140976416922751,0.11622542628798141,0.6949655593944197,0.6983334026693714,0.12344878081347094,0.12659776787435867,0.11149542309155985,0.11495277557738433,-0.008848371832749558
52,0.00029510565162951536,0.6978610361657557,0.6996091392342239,0.10844422374912002,0.11220364873229081,0.10844422374912002,0.11220364873229081,0.6979614426107967,0.7055585867379244,0.11896146846418622,0.11739060365085922,0.10870064642666434,0.10735295490838165,0.7042461660395817,0.6937164252583509,0.11818608059352186,0.12503016825069324,0.10629379686688174,0.11327198387610486,0.005949447503700522
53,0.00028090169943749475,0.6988785083220452,0.6724364068476448,0.10865633139590256,0.11804877276851049,0.10865633139590256,0.11804877276851049,0.7009495187874267,0.6792947023043355,0.11738017954829694,0.1329848379564085,0.10709980933689604,0.12221284981287803,0.7068259670954793,0.6867289904783955,0.11692624345046132,0.12117894647670342,0.10502056431035701,0.10920983591515172,0.0068582954566906995
54,0.0002587785252292473,0.6997644271837229,0.7090095750846755,0.10812295411898643,0.1045607815074954,0.10812295411898643,0.1045607815074954,0.7038394523267987,0.7057686887728409,0.11593349555543825,0.11698550648043587,0.1057194464889561,0.10684734911373063,0.7099147911499194,0.7092307379314163,0.11541639669101779,0.11731782341812606,0.10359583427759111,0.10574277007054249,-0.003240886311834612
55,0.00023090169943749473,0.7089152608265062,0.7038006562716148,0.1033194629313732,0.10648832118244252,0.1033194629313732,0.10648832118244252,0.7103820965737522,0.6962636693780284,0.11272780044155628,0.12381012138159146,0.10257036082383965,0.11366600270576624,0.7166345430021527,0.7094801386141794,0.11176035950789932,0.11697296764860628,0.10007513417791919,0.10547662410100413,-0.007536986893586395
56,0.00019999999999999998,0.7133169579906624,0.7047215209214148,0.10141961174268349,0.10743281619585503,0.10141961174268349,0.10743281619585503,0.713244302433078,0.7005715167881142,0.11144427370791342,0.1199242495276696,0.10135430060014003,0.10978334506046863,0.719255899347845,0.7022251873019695,0.11057260511469107,0.11775607587033173,0.0989109249029006,0.10614974183624153,-0.004150004133300578
57,0.00016909830056250526,0.716228919202874,0.7176290632462151,0.0998546139073639,0.10426639469876166,0.0998546139073639,0.10426639469876166,0.7183587250589323,0.7182493753746892,0.10922028625211797,0.11396573702925314,0.09917998103117075,0.10388905707254036,0.7222092283540079,0.7102423498812382,0.10896262017284788,0.11807767210555627,0.09738809779202905,0.10645948292034502,0.000620312128474132
58,0.00014122147477075268,0.7232084090636224,0.7198257746606377,0.09654328075735844,0.1023656448089968,0.09654328075735844,0.1023656448089968,0.7225125727533293,0.7199041437568825,0.10678119740399326,0.11160916341318794,0.09677448673617273,0.10178279712994337,0.725132281372861,0.7163650988698256,0.10721857991873049,0.11595971904762814,0.09568071896497275,0.10447546360040562,7.836909624481248e-05
59,0.00011909830056250527,0.7260760725045404,0.7111548842709744,0.09499492791562188,0.1058655718016908,0.09499492791562188,0.1058655718016908,0.7279379626616043,0.7149410806309517,0.10398163191494153,0.11273832064437399,0.09402796515480143,0.10299140600744372,0.7306632875394421,0.7187261991854561,0.10403728504933897,0.1131379444378919,0.09259366471560396,0.10187372611151282,0.003786196359977345
60,0.00010489434837048466,0.7276803136539727,0.7113290480002395,0.09422287379368012,0.10385208621235308,0.09422287379368012,0.10385208621235308,0.7289147026398602,0.716005324983697,0.10360866240343126,0.11138576616391675,0.09367673907752465,0.10149944001682328,0.7326627545663956,0.716413310727012,0.10377506924276593,0.1116611625115466,0.09238345014239226,0.10029122498253995,0.004676276983457406
61,0.0003,0.7015854243804761,0.7090789472164183,0.10728589893013489,0.1057881987005201,0.10728589893013489,0.1057881987005201,0.6958321566675224,0.69916655063796,0.12033092992312434,0.12477798836059384,0.10991262652877332,0.1145284458045946,0.7058448148708717,0.7097624743877382,0.11776106577126585,0.11838871314652405,0.10599196834766231,0.10669858019572193,-0.009912396578458327
62,0.00029510565162951536,0.7032025397992602,0.7083858743758366,0.10611143445267397,0.10771220417770161,0.10611143445267397,0.10771220417770161,0.703356753711273,0.7045023400021067,0.11619391630427177,0.12335314020316362,0.10595471111415815,0.11294425624579796,0.7089537939771551,0.7083734294765891,0.11581606712160993,0.11768074906147635,0.10401029029146296,0.10611937994344657,-0.003883534373729902
63,0.00028090169943749475,0.7047040738812348,0.7073927355279782,0.10484412520163867,0.1065426237041755,0.10484412520163867,0.1065426237041755,0.7035890170673028,0.7001124584566387,0.11526284832246497,0.11933569400522406,0.10506743657029644,0.109162782792698,0.7098597858299395,0.7105232926829868,0.11463610243563559,0.11592080572879424,0.10286999283050623,0.10419822247025014,-0.0072802770713394915
64,0.0002587785252292473,0.7096960716554764,0.7039339999121499,0.10299193461527344,0.10426587207364069,0.10299193461527344,0.10426587207364069,0.7099354699546215,0.7040840673480024,0.11343095900297832,0.11472879431521334,0.10324217115088004,0.10452378772204368,0.7143702278284132,0.7099971889698731,0.11361475674962464,0.11470243898907936,0.10185170092252123,0.10324726622366588,0.00015006743585255222
65,0.00023090169943749473,0.7104266008743051,0.7120259734948587,0.102655838288012,0.10913128747316071,0.102655838288012,0.10913128747316071,0.7138754728795433,0.7121046313545435,0.11119798301648692,0.11835163584574693,0.10105896831936195,0.10839157690736612,0.7183099798127717,0.7149327789844542,0.11072861772625386,0.11819786224396935,0.099106834517891,0.10671796625189384,7.865785968474981e-05
66,0.00019999999999999998,0.7177021348175883,0.7152916070378853,0.09900814436730884,0.1021465062260878,0.09900814436730884,0.1021465062260878,0.7167852308903756,0.7183147738078326,0.10935220848612424,0.1103504433279024,0.09927973176250939,0.10027370303139309,0.7226692812115538,0.7176371695613261,0.10855023838391825,0.11180944320536561,0.0970051485304238,0.1005218131943463,0.003023166769947294
67,0.00016909830056250526,0.7235033917827767,0.7131030720960352,0.09612299613550264,0.10372903002484685,0.09612299613550264,0.10372903002484685,0.7246761069912202,0.7127609759715156,0.10555363417256113,0.11343639095276699,0.09554438902383425,0.10345165635882098,0.7273727950929594,0.7197842816108586,0.10630312937648356,0.11170364329245977,0.09483164759660635,0.10033060839182018,-0.0003420961245196308
68,0.00014122147477075268,0.7271992562531757,0.7168924487746621,0.09433939804633458,0.10119500321429288,0.09433939804633458,0.10119500321429288,0.7272610499077484,0.718866016415969,0.10430037914788355,0.11107515901890228,0.09430829896813347,0.10129418086972247,0.7314686202535442,0.7192133748506315,0.10387462815817665,0.11153356900909216,0.0924319477454454,0.10027710610623956,0.0019735676413069614
69,0.00011909830056250527,0.730767129683027,0.7210444116025141,0.09257276516919043,0.09951735867162614,0.09257276516919043,0.09951735867162614,0.7313032829794897,0.7215496299148356,0.10209756726477326,0.11001306195581101,0.09218173955126303,0.10024595500456861,0.7349734486652022,0.7239165421212945,0.10224200784116566,0.10920373417640417,0.09087454676836812,0.09788219602563483,0.0005052183123215315
70,0.00010489434837048466,0.7354864299464292,0.7138405759239463,0.09083360588016297,0.10823012208546517,0.09083360588016297,0.10823012208546517,0.7368902033116637,0.7176017979377629,0.10002373842423369,0.1133738176817657,0.0901285280116132,0.10361173810493371,0.7407057422215865,0.717650999590765,0.0999776592963383,0.11305910625225853,0.08867177884785735,0.1019429043508894,0.0037612220138165675
71,0.0003,0.6984085195204791,0.6998242757552315,0.10844586397252497,0.10887433579119875,0.10844586397252497,0.10887433579119875,0.7034220583632547,0.6994213660419029,0.11617832643394711,0.11754975465313382,0.10581821022706539,0.10746504771513402,0.7071024907403299,0.6854591803420582,0.11626926701025468,0.1239437942866932,0.10447128443699591,0.11223998010429659,-0.00040290971332868075
72,0.00029510565162951536,0.706356605895761,0.7037993366272821,0.10473031315858625,0.10846161002917587,0.10473031315858625,0.10846161002917587,0.7053920791930511,0.7003500641351651,0.11524555032827608,0.11896921069660414,0.10499965791859213,0.10885016739034753,0.7121078876220212,0.6979840321921235,0.11396314576268196,0.12427981902745489,0.10224754246426564,0.11266236432663121,-0.003449272492117017
73,0.00028090169943749475,0.7100418164950459,0.7094201048493302,0.10294026895021859,0.10612439809978384,0.10294026895021859,0.10612439809978384,0.7118799980281114,0.7013873349460711,0.11213772234712996,0.11831336845418972,0.10198453703180414,0.10788096223701707,0.7139545390251971,0.7047464272790726,0.11298928459902771,0.11730784662667482,0.10128689970539398,0.10569383665929731,-0.008032769903259074
74,0.0002587785252292473,0.7117917781450501,0.6986196455711915,0.10184832912783663,0.10524507326792804,0.10184832912783663,0.10524507326792804,0.7121203910736811,0.7074083166993357,0.11208747886643022,0.1163427781670806,0.10192766379700656,0.10631988200172,0.7159092556528684,0.7072260250905079,0.11250655331155833,0.11730003293324719,0.10083616584414194,0.10571592882473707,0.008788671128144188
